REPORT_TYPE,RACE_RAW,ARREST_YEAR,SEX,ARREST_TYPE,CHARGE,CHARGE_DESCRIPTION,ADDRESS,LATITUDE,LONGITUDE,BOOKING_LOCATION,geometry,Neighborhood
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,23500    ELKWOOD                      ST,34.2125,-118.6389,NA,"c(-118.6389, 34.2125)",West Hills
RFC,White,2019,Female,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,22900    VICTORY                      BL,34.1865,-118.6256,NA,"c(-118.6256, 34.1865)",West Hills
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,22900    VICTORY                      BL,34.1865,-118.6256,NA,"c(-118.6256, 34.1865)",West Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,VANOWEN                      ST,34.2034,-118.6135,NA,"c(-118.6135, 34.2034)",Canoga Park
RFC,Other,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,6400    PLATT                        AV,34.1883,-118.6536,NA,"c(-118.6536, 34.1883)",West Hills
RFC,White,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,7200    OWENSMOUTH                   AV,34.201,-118.6016,NA,"c(-118.6016, 34.201)",Canoga Park
RFC,Other,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,6600    FALLBROOK                    AV,34.1883,-118.6274,NA,"c(-118.6274, 34.1883)",West Hills
RFC,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,19900    VENTURA                      BL,34.1723,-118.5659,NA,"c(-118.5659, 34.1723)",Woodland Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,7200    COZYCROFT                    AV,34.2011,-118.5819,NA,"c(-118.5819, 34.2011)",Winnetka
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,22600    VANOWEN                      ST,34.1937,-118.6192,NA,"c(-118.6192, 34.1937)",West Hills
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,22600    VANOWEN                      ST,34.1937,-118.6192,NA,"c(-118.6192, 34.1937)",West Hills
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,22600    VANOWEN                      ST,34.1937,-118.6192,NA,"c(-118.6192, 34.1937)",West Hills
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,5900    CANOGA                       AV,34.1773,-118.5974,NA,"c(-118.5974, 34.1773)",Woodland Hills
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,WINNETKA,34.2084,-118.571,NA,"c(-118.571, 34.2084)",Winnetka
RFC,Other Asian,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,VANOWEN,34.1937,-118.6234,NA,"c(-118.6234, 34.1937)",West Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,WYANDOTTE                    AV,34.2029,-118.5966,NA,"c(-118.5966, 34.2029)",Canoga Park
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,VENTURA                      BL,34.1719,-118.5684,NA,"c(-118.5684, 34.1719)",Woodland Hills
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,VALERIO,34.2047,-118.571,NA,"c(-118.571, 34.2047)",Winnetka
RFC,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,VANOWEN,34.1938,-118.5928,NA,"c(-118.5928, 34.1938)",Canoga Park
RFC,White,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,22700    VICTORY                      BL,34.1865,-118.6212,NA,"c(-118.6212, 34.1865)",West Hills
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,VENTURA                      BL,34.1719,-118.5684,NA,"c(-118.5684, 34.1719)",Woodland Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,20100    ROSCOE                       BL,34.2202,-118.571,NA,"c(-118.571, 34.2202)",Winnetka
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,VENTURA                      BL,34.1719,-118.5684,NA,"c(-118.5684, 34.1719)",Woodland Hills
RFC,White,2019,Female,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,LUBAO                        AV,34.1421,-118.5908,NA,"c(-118.5908, 34.1421)",Woodland Hills
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,HORTENSE,34.1548,-118.4444,NA,"c(-118.4444, 34.1548)",Sherman Oaks
RFC,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,TYRONE                       AV,34.1721,-118.4443,NA,"c(-118.4443, 34.1721)",Van Nuys
RFC,Other,2019,Female,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,VANOWEN                      ST,34.1939,-118.4662,NA,"c(-118.4662, 34.1939)",Van Nuys
RFC,White,2019,Male,Other,11350HS,NA,HATTERAS                     ST,34.1757,-118.4662,NA,"c(-118.4662, 34.1757)",Van Nuys
RFC,White,2019,Male,Other,11350HS,NA,HATTERAS                     ST,34.1757,-118.4662,NA,"c(-118.4662, 34.1757)",Van Nuys
RFC,White,2019,Female,Other,11350HS,NA,HATTERAS                     ST,34.1757,-118.4662,NA,"c(-118.4662, 34.1757)",Van Nuys
RFC,White,2019,Male,Other,11350HS,NA,ERWIN                        ST,34.1747,-118.4442,NA,"c(-118.4442, 34.1747)",Van Nuys
RFC,Hispanic/Latin/Mexican,2019,Male,Other,11350HS,NA,OXNARD                       ST,34.1747,-118.4442,NA,"c(-118.4442, 34.1747)",Van Nuys
RFC,White,2019,Male,Other,11350HS,NA,OXNARD                       ST,34.1794,-118.4662,NA,"c(-118.4662, 34.1794)",Sepulveda Basin
RFC,Hispanic/Latin/Mexican,2019,Male,Other,11350HS,NA,14200    BESSEMER                     ST,34.1808,-118.4421,NA,"c(-118.4421, 34.1808)",Van Nuys
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,RESEDA,34.18,-118.536,NA,"c(-118.536, 34.18)",Tarzana
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,LOS FELIZ,34.125,-118.2656,NA,"c(-118.2656, 34.125)",Atwater Village
RFC,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,BROADWAY,34.1428,-118.2245,NA,"c(-118.2245, 34.1428)",Eagle Rock
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,BROADWAY,34.1428,-118.2245,NA,"c(-118.2245, 34.1428)",Eagle Rock
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,MARMION                      WY,34.1138,-118.1832,NA,"c(-118.1832, 34.1138)",Highland Park
RFC,White,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,SATSUMA                      ST,34.1687,-118.3675,NA,"c(-118.3675, 34.1687)",North Hollywood
RFC,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,6000    LANKERSHIM                   BL,34.1794,-118.3834,NA,"c(-118.3834, 34.1794)",North Hollywood
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,WENTWORTH                    ST,34.2638,-118.3375,NA,"c(-118.3375, 34.2638)",Shadow Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,13200    VAN NUYS                     BL,34.2652,-118.4234,NA,"c(-118.4234, 34.2652)",Pacoima
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,VAN NUYS                     BL,34.2809,-118.4018,NA,"c(-118.4018, 34.2809)",Lake View Terrace
RFC,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,88TH                         ST,33.9574,-118.2827,NA,"c(-118.2827, 33.9574)",Vermont Vista
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,CHASE,34.2247,-118.4585,NA,"c(-118.4585, 34.2247)",Panorama City
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,WINNETKA,34.2059,-118.571,NA,"c(-118.571, 34.2059)",Winnetka
RFC,White,2019,Male,Misdemeanor,11550 HS,NA,5TH,34.0442,-118.2439,NA,"c(-118.2439, 34.0442)",Downtown
RFC,White,2019,Female,Misdemeanor,11377,NA,FULTON                       AV,34.1576,-118.4225,NA,"c(-118.4225, 34.1576)",Sherman Oaks
RFC,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,BURBANK,34.1721,-118.4662,NA,"c(-118.4662, 34.1721)",Van Nuys
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,15300    SHERMAN                      WY,34.2085,-118.4698,NA,"c(-118.4698, 34.2085)",Van Nuys
RFC,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,NEOLA,34.1439,-118.1955,NA,"c(-118.1955, 34.1439)",Eagle Rock
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377,NA,MARMION,34.1138,-118.1861,NA,"c(-118.1861, 34.1138)",Highland Park
RFC,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,TOWNE                        AV,34.0396,-118.2451,NA,"c(-118.2451, 34.0396)",Downtown
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,381(B)PC,POSSESS/ETC SUBSTANCE SIMILAR TO TOLUENE,BROADWAY,34.0091,-118.2784,NA,"c(-118.2784, 34.0091)",Historic South-Central
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,200    WORLD                        WY,33.9449,-118.4059,NA,"c(-118.4059, 33.9449)",Westchester
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,HIAWATHA                     ST,34.2593,-118.5798,NA,"c(-118.5798, 34.2593)",Chatsworth
RFC,Black,2019,Female,Misdemeanor,11377,NA,104TH                        ST,33.9416,-118.2421,NA,"c(-118.2421, 33.9416)",Watts
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,ROSCOE,34.2215,-118.4516,NA,"c(-118.4516, 34.2215)",Panorama City
RFC,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,8300    SEPULVEDA                    BL,34.2214,-118.4677,NA,"c(-118.4677, 34.2214)",North Hills
RFC,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,SAN FERNANDO                 RD,34.2927,-118.4513,NA,"c(-118.4513, 34.2927)",Sylmar
RFC,White,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,23000    VOSE                         ST,34.1979,-118.6278,NA,"c(-118.6278, 34.1979)",West Hills
RFC,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,ROSCOE                       BL,34.22,-118.5885,NA,"c(-118.5885, 34.22)",Canoga Park
RFC,Black,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,20500    VENTURA                      BL,34.1683,-118.5787,NA,"c(-118.5787, 34.1683)",Woodland Hills
BOOKING,Hispanic/Latin/Mexican,2019,Male,Felony,11350(A)HS,POSSESSION NARCOTIC CONTROLLED SUBSTANCE,REDONDO                      BL,34.0402,-118.3532,METRO - JAIL DIVISION,"c(-118.3532, 34.0402)",Mid-City
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,VENTURA,34.1325,-118.3974,VALLEY - JAIL DIV,"c(-118.3974, 34.1325)",Studio City
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,ETON,34.2029,-118.5955,VALLEY - JAIL DIV,"c(-118.5955, 34.2029)",Canoga Park
BOOKING,Other,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,HORTENSE,34.1548,-118.4487,VALLEY - JAIL DIV,"c(-118.4487, 34.1548)",Sherman Oaks
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,9TH                          ST,34.0458,-118.2614,METRO - JAIL DIVISION,"c(-118.2614, 34.0458)",Downtown
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,VENICE,33.988,-118.4703,77TH ST,"c(-118.4703, 33.988)",Venice
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,PARTHENIA,34.2283,-118.4654,VALLEY - JAIL DIV,"c(-118.4654, 34.2283)",North Hills
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,600    DUDLEY,33.9947,-118.4788,PACIFIC,"c(-118.4788, 33.9947)",Venice
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,PARK ROW,33.9885,-118.4724,PACIFIC,"c(-118.4724, 33.9885)",Venice
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,PARK ROW,33.9885,-118.4724,PACIFIC,"c(-118.4724, 33.9885)",Venice
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,VICTORY,34.1866,-118.536,VALLEY - JAIL DIV,"c(-118.536, 34.1866)",Reseda
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,SATICOY,34.2084,-118.571,VALLEY - JAIL DIV,"c(-118.571, 34.2084)",Winnetka
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,3400 S  GRAND                        AV,34.0202,-118.2761,77TH ST,"c(-118.2761, 34.0202)",Historic South-Central
BOOKING,White,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,SPEEDWAY,33.9903,-118.4761,77TH ST,"c(-118.4761, 33.9903)",Venice
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,5100    VAN NUYS                     BL,34.162,-118.457,VALLEY - JAIL DIV,"c(-118.457, 34.162)",Sherman Oaks
BOOKING,White,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,00    GATEWAY PLAZ                 DR,34.0577,-118.2318,METRO - JAIL DIVISION,"c(-118.2318, 34.0577)",Chinatown
BOOKING,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,7TH,34.0461,-118.2461,METRO - JAIL DIVISION,"c(-118.2461, 34.0461)",Downtown
BOOKING,White,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,VOSE,34.1985,-118.4662,VALLEY - JAIL DIV,"c(-118.4662, 34.1985)",Van Nuys
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,LANKERSHIM                   BL,34.1831,-118.3867,VALLEY - JAIL DIV,"c(-118.3867, 34.1831)",North Hollywood
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,6TH,34.0435,-118.2471,METRO - JAIL DIVISION,"c(-118.2471, 34.0435)",Downtown
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,EL CENTRO,34.098,-118.3237,HOLLYWOOD,"c(-118.3237, 34.098)",Hollywood
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,5200    EDNA                         ST,34.0838,-118.1703,METRO - JAIL DIVISION,"c(-118.1703, 34.0838)",El Sereno
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,EUBANK,33.779,-118.2545,77TH ST,"c(-118.2545, 33.779)",Wilmington
BOOKING,Other,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,5TH,34.0435,-118.2427,METRO - JAIL DIVISION,"c(-118.2427, 34.0435)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,100    NAPOLEON                     ST,33.9619,-118.4455,PACIFIC,"c(-118.4455, 33.9619)",Playa del Rey
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,VICTORY,34.1867,-118.4181,VALLEY - JAIL DIV,"c(-118.4181, 34.1867)",Valley Glen
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,SATICOY,34.2085,-118.4793,VALLEY - JAIL DIV,"c(-118.4793, 34.2085)",Van Nuys
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,SYCAMORE,34.098,-118.3425,METRO - JAIL DIVISION,"c(-118.3425, 34.098)",Hollywood
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,8TH                          ST,34.0496,-118.265,METRO - JAIL DIVISION,"c(-118.265, 34.0496)",Westlake
BOOKING,White,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,TYRONE,34.1802,-118.4444,VALLEY - JAIL DIV,"c(-118.4444, 34.1802)",Van Nuys
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,5900    VENICE                       BL,34.0398,-118.3697,METRO - JAIL DIVISION,"c(-118.3697, 34.0398)",Mid-City
BOOKING,Other,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,LAUREL CANYON,34.2217,-118.3965,VALLEY - JAIL DIV,"c(-118.3965, 34.2217)",Sun Valley
BOOKING,White,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,DETROIT,34.098,-118.3456,HOLLYWOOD,"c(-118.3456, 34.098)",Hollywood
BOOKING,White,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,DETROIT,34.098,-118.3456,HOLLYWOOD,"c(-118.3456, 34.098)",Hollywood
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,CORNWELL                     ST,34.0553,-118.2079,METRO - JAIL DIVISION,"c(-118.2079, 34.0553)",Boyle Heights
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,23RD,34.0348,-118.2876,77TH ST,"c(-118.2876, 34.0348)",University Park
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,FOOTHILL,34.2575,-118.301,VALLEY - JAIL DIV,"c(-118.301, 34.2575)",Tujunga
BOOKING,Black,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,LOMITA                       BL,33.7978,-118.2898,77TH ST,"c(-118.2898, 33.7978)",West Carson
BOOKING,White,2019,Female,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,800    LOMITA                       BL,33.7978,-118.2885,77TH ST,"c(-118.2885, 33.7978)",Harbor City
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,700 N  LA BREA                      AV,34.0846,-118.3464,METRO - JAIL DIVISION,"c(-118.3464, 34.0846)",Fairfax
BOOKING,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,MCCOY,33.7978,-118.2899,77TH ST,"c(-118.2899, 33.7978)",West Carson
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,900 E  12TH                         ST,34.0321,-118.2499,METRO - JAIL DIVISION,"c(-118.2499, 34.0321)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,ALVARADO                     ST,34.0565,-118.2768,METRO - JAIL DIVISION,"c(-118.2768, 34.0565)",Westlake
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,M                            ST,33.7887,-118.2717,77TH ST,"c(-118.2717, 33.7887)",Wilmington
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,LAS PALMAS,34.1016,-118.3361,HOLLYWOOD,"c(-118.3361, 34.1016)",Hollywood
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,VENICE                       WY,33.9873,-118.4706,PACIFIC,"c(-118.4706, 33.9873)",Venice
BOOKING,Other,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,12200    COMMUNITY                    ST,34.2226,-118.4001,VALLEY - JAIL DIV,"c(-118.4001, 34.2226)",Sun Valley
BOOKING,Black,2019,Female,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,MANHATTAN                    PL,34.04,-118.3101,METRO - JAIL DIVISION,"c(-118.3101, 34.04)",Harvard Heights
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,LODI,34.0998,-118.3211,HOLLYWOOD,"c(-118.3211, 34.0998)",Hollywood
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,FIGUEROA                     ST,34.0354,-118.2714,METRO - JAIL DIVISION,"c(-118.2714, 34.0354)",Downtown
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,TAMPA,34.1866,-118.5535,VALLEY - JAIL DIV,"c(-118.5535, 34.1866)",Reseda
BOOKING,Other,2019,Female,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,200 S  RENO                         ST,34.0699,-118.2823,METRO - JAIL DIVISION,"c(-118.2823, 34.0699)",Westlake
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,SANTA MONICA,34.0907,-118.3386,HOLLYWOOD,"c(-118.3386, 34.0907)",Hollywood
BOOKING,Black,2019,Female,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,6400    RAYMOND                      AV,33.9814,-118.298,77TH ST,"c(-118.298, 33.9814)",Vermont-Slauson
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,1400 N  GORDON                       ST,34.0963,-118.3201,HOLLYWOOD,"c(-118.3201, 34.0963)",Hollywood
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550(A)1HS,USE/UNDR INFLU OF SPECIF CONTR SUBST,77TH                         ST,33.7347,-118.2842,77TH ST,"c(-118.2842, 33.7347)",San Pedro
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,BUENA VISTA,34.0752,-118.2276,METRO - JAIL DIVISION,"c(-118.2276, 34.0752)",Elysian Park
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,381(A)PC,UNDER INFLUENCE OF TOLUENE,CAHUENGA,34.186,-118.3615,VALLEY - JAIL DIV,"c(-118.3615, 34.186)",North Hollywood
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,HATTERAS,34.1758,-118.3643,VALLEY - JAIL DIV,"c(-118.3643, 34.1758)",North Hollywood
BOOKING,White,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,MIRAFLORES,33.7529,-118.2956,77TH ST,"c(-118.2956, 33.7529)",San Pedro
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,LAS PALMAS                   AV,34.0962,-118.3366,HOLLYWOOD,"c(-118.3366, 34.0962)",Hollywood
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,WASHINGTON,34.0324,-118.2675,METRO - JAIL DIVISION,"c(-118.2675, 34.0324)",Downtown
BOOKING,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,36TH                         ST,34.0164,-118.3312,77TH ST,"c(-118.3312, 34.0164)",Leimert Park
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,MICHIGAN,34.0462,-118.2114,METRO - JAIL DIVISION,"c(-118.2114, 34.0462)",Boyle Heights
BOOKING,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,SAN JULIAN,34.0428,-118.2461,METRO - JAIL DIVISION,"c(-118.2461, 34.0428)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,3RD,34.0467,-118.2411,METRO - JAIL DIVISION,"c(-118.2411, 34.0467)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,RODEO                        ST,34.021,-118.3329,77TH ST,"c(-118.3329, 34.021)",Leimert Park
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,SEPULVEDA                    BL,34.25,-118.4675,VALLEY - JAIL DIV,"c(-118.4675, 34.25)",North Hills
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,300 N  MOUNTAIN VIEW                AV,34.0689,-118.2677,77TH ST,"c(-118.2677, 34.0689)",Westlake
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,LEXINGTON,34.0928,-118.3092,HOLLYWOOD,"c(-118.3092, 34.0928)",East Hollywood
